cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, -1.1, -1.01, "0.433491"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, -1.01, 0.75, "1.22663+x*(-1.38858+x*(-1.38618+x*(11.8145+x*(13.7372+x*(-14.2825+x*-16.8769)))))"
3, iterativefit, down_hf, 2, 0.0, 0.8, 30, 40, 0.75, 1.1, "2.34323"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, -1.1, -1.01, "0.434904"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, -1.01, 0.75, "1.06905+x*(-1.67975+x*(-1.16004+x*(12.0573+x*(12.5762+x*(-16.3661+x*-17.9106)))))"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 30, 40, 0.75, 1.1, "1.15113"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, -1.1, -1.01, "0.438973"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, -1.01, 0.75, "1.10277+x*(-1.51518+x*(-0.853302+x*(12.7404+x*(13.0493+x*(-16.8262+x*-18.3331)))))"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 30, 40, 0.75, 1.1, "1.73431"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, -1.1, -1.01, "0.432959"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, -1.01, 0.75, "1.08816+x*(-1.57457+x*(-0.913107+x*(12.4505+x*(12.7669+x*(-16.5812+x*-18.0859)))))"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 30, 40, 0.75, 1.1, "1.53198"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, -1.1, -1.01, "0.440997"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, -1.01, 0.75, "1.08339+x*(-1.62231+x*(-1.10882+x*(12.3305+x*(12.8546+x*(-16.595+x*-18.1472)))))"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 30, 40, 0.75, 1.1, "1.34428"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.480871"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.973683+x*(-2.62216+x*(-2.46859+x*(15.9215+x*(18.0787+x*(-17.6571+x*-20.3384)))))"
3, iterativefit, central, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.24566"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.547079"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "1.0362+x*(-2.04689+x*(-1.81011+x*(12.3913+x*(13.7506+x*(-13.7618+x*-15.7472)))))"
3, iterativefit, up_jes, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "1.99276"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.453487"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.701774+x*(-2.89353+x*(-0.20909+x*(20.7451+x*(17.7148+x*(-24.8929+x*-24.6632)))))"
3, iterativefit, down_jes, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.4742"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.472987"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.911293+x*(-2.60388+x*(-2.52016+x*(15.2732+x*(17.1047+x*(-18.417+x*-20.6469)))))"
3, iterativefit, up_hf, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "1.35106"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.475643"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "1.00842+x*(-2.61311+x*(-2.35827+x*(16.4133+x*(18.6803+x*(-16.9573+x*-19.893)))))"
3, iterativefit, down_hf, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.99238"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.480784"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.968336+x*(-2.59282+x*(-2.6015+x*(15.0711+x*(17.4969+x*(-16.9404+x*-19.7232)))))"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "1.9243"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.480938"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.978907+x*(-2.65314+x*(-2.32804+x*(16.8079+x*(18.6763+x*(-18.4143+x*-20.983)))))"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.57534"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.475578"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.970088+x*(-2.63381+x*(-2.35862+x*(16.2042+x*(18.1701+x*(-17.8905+x*-20.5031)))))"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.35869"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, -1.1, -1.01, "0.486332"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, -1.01, 0.75, "0.977395+x*(-2.61086+x*(-2.5818+x*(15.6367+x*(17.9882+x*(-17.4247+x*-20.1748)))))"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 30, 40, 0.75, 1.1, "2.12964"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.592134"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.795242+x*(-0.296744+x*(-0.342578+x*(4.34022+x*(7.71611+x*(-5.16828+x*-8.61307)))))"
3, iterativefit, central, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.89304"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.623725"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.968372+x*(-0.713782+x*(-1.06136+x*(6.34175+x*(9.30966+x*(-7.02457+x*-9.90987)))))"
3, iterativefit, up_jes, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "2.02638"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.557848"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.883066+x*(-0.275853+x*(-1.21546+x*(3.30981+x*(8.35377+x*(-4.47081+x*-8.80404)))))"
3, iterativefit, down_jes, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.40412"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.589671"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.694541+x*(-0.523169+x*(-0.317352+x*(4.67074+x*(7.54742+x*(-5.81006+x*-8.90948)))))"
3, iterativefit, up_hf, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.51772"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.580451"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.87255+x*(-0.0942783+x*(-0.377157+x*(4.02485+x*(7.78729+x*(-4.58325+x*-8.26767)))))"
3, iterativefit, down_hf, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "2.19253"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.59287"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.781056+x*(-0.317852+x*(-0.486701+x*(3.63103+x*(7.29601+x*(-4.38858+x*-7.98513)))))"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.64663"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.591314"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.809449+x*(-0.277168+x*(-0.188272+x*(5.09768+x*(8.15644+x*(-6.00753+x*-9.2843)))))"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "2.14898"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.588845"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.795056+x*(-0.243172+x*(-0.192208+x*(4.27723+x*(7.49303+x*(-5.08272+x*-8.46727)))))"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.96671"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, -1.1, -1.01, "0.59557"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, -1.01, 0.75, "0.795498+x*(-0.35267+x*(-0.49891+x*(4.40948+x*(7.95052+x*(-5.26146+x*-8.76788)))))"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 30, 40, 0.75, 1.1, "1.81714"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.361786"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.03753+x*(-3.44548+x*(-4.94977+x*(17.374+x*(23.9155+x*(-20.0428+x*-25.5838)))))"
3, iterativefit, central, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.25621"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.443273"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "0.763486+x*(-3.05481+x*(-2.55511+x*(15.7182+x*(18.2207+x*(-18.4974+x*-21.6728)))))"
3, iterativefit, up_jes, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.18458"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.390455"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "0.628933+x*(-2.91119+x*(-2.29458+x*(14.9823+x*(18.3401+x*(-17.5794+x*-21.6319)))))"
3, iterativefit, down_jes, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.25675"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.341764"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "0.779939+x*(-4.1895+x*(-4.58312+x*(20.3876+x*(23.8097+x*(-26.1921+x*-29.48)))))"
3, iterativefit, up_hf, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "-0.267937"
3, iterativefit, down_hf, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.37011"
3, iterativefit, down_hf, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.25086+x*(-2.54845+x*(-5.0876+x*(13.6017+x*(22.7814+x*(-13.616+x*-20.9774)))))"
3, iterativefit, down_hf, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "2.45951"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.352865"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.00905+x*(-3.5843+x*(-5.03369+x*(17.4283+x*(23.7766+x*(-20.5037+x*-25.8842)))))"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "0.892557"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.370947"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.06686+x*(-3.30328+x*(-4.8604+x*(17.3293+x*(24.0565+x*(-19.5914+x*-25.2881)))))"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.62794"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.353853"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.05001+x*(-3.36882+x*(-4.88269+x*(17.1515+x*(23.8261+x*(-19.6855+x*-25.3691)))))"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.36478"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 40, 60, -1.1, -1.01, "0.369971"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 40, 60, -1.01, 0.75, "1.02473+x*(-3.52495+x*(-5.01923+x*(17.6071+x*(24.0102+x*(-20.4155+x*-25.8085)))))"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 40, 60, 0.75, 1.1, "1.14462"
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.594364"
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.740667+x*(-1.456+x*(-1.84228+x*(6.03931+x*(10.1761+x*(-7.04082+x*-10.8377)))))"
3, iterativefit, central, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "0.780283"
3, iterativefit, up_jes, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.567421"
3, iterativefit, up_jes, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.7541+x*(-2.15687+x*(-1.97466+x*(10.9813+x*(13.737+x*(-12.5438+x*-15.5581)))))"
3, iterativefit, up_jes, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "1.25919"
3, iterativefit, down_jes, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.611333"
3, iterativefit, down_jes, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.6351+x*(-2.01929+x*(-0.398041+x*(10.1483+x*(8.91122+x*(-13.5802+x*-13.8927)))))"
3, iterativefit, down_jes, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "0.30235"
3, iterativefit, up_hf, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.578947"
3, iterativefit, up_hf, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.621813+x*(-1.54338+x*(-1.43595+x*(6.40435+x*(8.14793+x*(-10.9742+x*-12.7659)))))"
3, iterativefit, up_hf, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "-0.939846"
3, iterativefit, down_hf, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.582364"
3, iterativefit, down_hf, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.808583+x*(-1.32756+x*(-1.96528+x*(5.84908+x*(11.3527+x*(-4.2742+x*-9.2715)))))"
3, iterativefit, down_hf, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "2.10269"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.5863"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.726199+x*(-1.5104+x*(-1.89948+x*(5.8198+x*(9.77646+x*(-7.3941+x*-10.9996)))))"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "0.36116"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.60246"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.754723+x*(-1.40322+x*(-1.76398+x*(6.32528+x*(10.5867+x*(-6.77666+x*-10.7318)))))"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "1.21009"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.585051"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.745234+x*(-1.42119+x*(-1.78937+x*(6.03089+x*(10.2824+x*(-6.85436+x*-10.7963)))))"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "0.922426"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 40, 60, -1.1, -1.01, "0.603962"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 40, 60, -1.01, 0.75, "0.735909+x*(-1.49245+x*(-1.89489+x*(6.05744+x*(10.0687+x*(-7.24717+x*-10.8898)))))"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 40, 60, 0.75, 1.1, "0.634039"
3, iterativefit, central, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.980437"
3, iterativefit, central, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.88489+x*(0.863926+x*(0.699014+x*(-1.38278+x*(-1.3965+x*(-2.11767+x*-1.82956)))))"
3, iterativefit, central, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.072655"
3, iterativefit, up_jes, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.928682"
3, iterativefit, up_jes, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.799485+x*(0.567476+x*(-0.148259+x*(-1.08973+x*(1.35262+x*(-1.28847+x*-2.85525)))))"
3, iterativefit, up_jes, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.29601"
3, iterativefit, down_jes, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.894269"
3, iterativefit, down_jes, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "1.04906+x*(0.905774+x*(-0.711477+x*(-1.44837+x*(1.69552+x*(-2.18251+x*-3.82906)))))"
3, iterativefit, down_jes, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.0542144"
3, iterativefit, up_hf, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.980273"
3, iterativefit, up_hf, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.773698+x*(0.760694+x*(1.11242+x*(-0.855782+x*(-2.31647+x*(-4.07327+x*-2.74337)))))"
3, iterativefit, up_hf, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "-0.578888"
3, iterativefit, down_hf, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.954212"
3, iterativefit, down_hf, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.95795+x*(0.932777+x*(0.319695+x*(-1.81983+x*(-0.564488+x*(-0.343628+x*-0.976403)))))"
3, iterativefit, down_hf, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.635691"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.972436"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.862397+x*(0.752305+x*(0.584099+x*(-1.34527+x*(-1.33058+x*(-2.29093+x*-2.01145)))))"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "-0.135"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.988746"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.907855+x*(0.977173+x*(0.817573+x*(-1.41071+x*(-1.45836+x*(-1.95036+x*-1.65037)))))"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.287484"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.970616"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.887996+x*(0.894304+x*(0.746538+x*(-1.37622+x*(-1.34777+x*(-2.08173+x*-1.86433)))))"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "0.145799"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 40, 60, -1.1, -1.01, "0.990682"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 40, 60, -1.01, 0.75, "0.881626+x*(0.831672+x*(0.649213+x*(-1.38552+x*(-1.44419+x*(-2.15917+x*-1.79666)))))"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 40, 60, 0.75, 1.1, "-0.00305083"
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.353616"
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.18022+x*(-5.3365+x*(-4.76583+x*(33.629+x*(34.9192+x*(-37.0832+x*-39.5836)))))"
3, iterativefit, central, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "3.88789"
3, iterativefit, up_jes, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.341403"
3, iterativefit, up_jes, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.34026+x*(-5.80867+x*(-6.54216+x*(32.8019+x*(36.7905+x*(-34.3973+x*-38.4659)))))"
3, iterativefit, up_jes, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "3.7741"
3, iterativefit, down_jes, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.383116"
3, iterativefit, down_jes, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.35336+x*(-4.32598+x*(-6.61139+x*(24.9599+x*(32.1784+x*(-27.1906+x*-32.9166)))))"
3, iterativefit, down_jes, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "2.79048"
3, iterativefit, up_hf, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.348983"
3, iterativefit, up_hf, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "0.899905+x*(-6.05304+x*(-4.53969+x*(35.5913+x*(34.7981+x*(-40.3801+x*-41.4639)))))"
3, iterativefit, up_hf, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "2.86992"
3, iterativefit, down_hf, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.340675"
3, iterativefit, down_hf, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.32839+x*(-4.72697+x*(-4.68112+x*(31.7005+x*(34.1339+x*(-34.0227+x*-37.3085)))))"
3, iterativefit, down_hf, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "4.61002"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.348051"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.17221+x*(-5.36424+x*(-5.11015+x*(32.543+x*(34.5584+x*(-35.9318+x*-38.8371)))))"
3, iterativefit, up_lfstats1, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "3.49919"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.359275"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.18726+x*(-5.31103+x*(-4.40189+x*(34.773+x*(35.2898+x*(-38.3041+x*-40.3722)))))"
3, iterativefit, down_lfstats1, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "4.28855"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.344289"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.1803+x*(-5.27824+x*(-4.57207+x*(33.6712+x*(34.7678+x*(-37.1535+x*-39.6035)))))"
3, iterativefit, up_lfstats2, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "3.99032"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 60, 10000, -1.1, -1.01, "0.363226"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 60, 10000, -1.01, 0.75, "1.18017+x*(-5.39695+x*(-4.96566+x*(33.5891+x*(35.0777+x*(-37.0149+x*-39.5664)))))"
3, iterativefit, down_lfstats2, 2, 0.0, 0.8, 60, 10000, 0.75, 1.1, "3.78271"
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.603077"
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.811934+x*(-1.97661+x*(-1.65286+x*(11.5443+x*(14.015+x*(-13.0271+x*-15.9213)))))"
3, iterativefit, central, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.77937"
3, iterativefit, up_jes, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.680803"
3, iterativefit, up_jes, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.828169+x*(-1.88995+x*(-1.73949+x*(9.41536+x*(11.4717+x*(-10.4706+x*-12.7396)))))"
3, iterativefit, up_jes, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.28197"
3, iterativefit, down_jes, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.628322"
3, iterativefit, down_jes, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.837191+x*(-1.92122+x*(-2.3643+x*(11.7251+x*(15.6544+x*(-13.2526+x*-16.8398)))))"
3, iterativefit, down_jes, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.82399"
3, iterativefit, up_hf, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.600868"
3, iterativefit, up_hf, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.620095+x*(-2.27716+x*(-0.961305+x*(12.7541+x*(12.2342+x*(-17.0079+x*-17.7146)))))"
3, iterativefit, up_hf, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "0.434252"
3, iterativefit, down_hf, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.582233"
3, iterativefit, down_hf, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.937285+x*(-1.68346+x*(-2.11479+x*(10.3827+x*(15.0017+x*(-9.73638+x*-14.1727)))))"
3, iterativefit, down_hf, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "2.77901"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.592894"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.791999+x*(-2.05507+x*(-1.74013+x*(11.3314+x*(13.7255+x*(-13.2701+x*-16.0663)))))"
3, iterativefit, up_lfstats1, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.38664"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.613461"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.831933+x*(-1.89902+x*(-1.55615+x*(11.7954+x*(14.3152+x*(-12.8316+x*-15.8064)))))"
3, iterativefit, down_lfstats1, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "2.17971"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.591293"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.814964+x*(-1.94603+x*(-1.59839+x*(11.5379+x*(14.1217+x*(-12.8793+x*-15.9229)))))"
3, iterativefit, up_lfstats2, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.90187"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 60, 10000, -1.1, -1.01, "0.615289"
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 60, 10000, -1.01, 0.75, "0.808804+x*(-2.00872+x*(-1.70916+x*(11.555+x*(13.9064+x*(-13.1857+x*-15.9235)))))"
