cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_lfstats2, 2, 0.8, 1.6, 60, 10000, 0.75, 1.1, "1.65266"
3, iterativefit, central, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.633482"
3, iterativefit, central, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.893932+x*(0.318622+x*(-1.92703+x*(-2.48454+x*(6.2097+x*(3.41511+x*-3.20788)))))"
3, iterativefit, central, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.20505"
3, iterativefit, up_jes, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.63411"
3, iterativefit, up_jes, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "1.03061+x*(-0.576437+x*(-3.25063+x*(2.57726+x*(10.6832+x*(-3.46767+x*-9.2028)))))"
3, iterativefit, up_jes, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "0.776537"
3, iterativefit, down_jes, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.725886"
3, iterativefit, down_jes, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.832894+x*(0.173941+x*(-1.55635+x*(-2.66637+x*(4.33203+x*(4.02946+x*-1.28474)))))"
3, iterativefit, down_jes, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.06126"
3, iterativefit, up_hf, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.627602"
3, iterativefit, up_hf, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.818675+x*(0.288336+x*(-1.84844+x*(-2.78919+x*(5.26022+x*(2.58989+x*-3.42883)))))"
3, iterativefit, up_hf, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "0.487192"
3, iterativefit, down_hf, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.610335"
3, iterativefit, down_hf, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.915367+x*(0.321593+x*(-1.89823+x*(-2.04181+x*(6.77038+x*(3.77426+x*-3.03905)))))"
3, iterativefit, down_hf, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.72437"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.622238"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.876088+x*(0.227435+x*(-2.05101+x*(-2.50892+x*(6.21776+x*(3.09546+x*-3.51733)))))"
3, iterativefit, up_lfstats1, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "0.91042"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.645133"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.912028+x*(0.411961+x*(-1.7923+x*(-2.44097+x*(6.20002+x*(3.71659+x*-2.90434)))))"
3, iterativefit, down_lfstats1, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.50983"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.620303"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.895162+x*(0.324435+x*(-1.91911+x*(-2.34293+x*(6.48538+x*(3.35533+x*-3.41551)))))"
3, iterativefit, up_lfstats2, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.31093"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 60, 10000, -1.1, -1.01, "0.647266"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 60, 10000, -1.01, 0.75, "0.892602+x*(0.312196+x*(-1.93463+x*(-2.6283+x*(5.92301+x*(3.47215+x*-2.99447)))))"
3, iterativefit, down_lfstats2, 2, 1.6, 2.4, 60, 10000, 0.75, 1.1, "1.09479"
